BF_ID	SITENAME	CONTINENT	COUNTRY	BF_TYPE	COMPLETENESS	FINDER	FINDERS_NO	SITE_SUBDIV	CONTEXT_LEVEL	DATE_FOUND	MUSEUM_HOLDER	MUSEUM_ACCESSION_NO	MUSEUM_ACCESSION_DATE	RAW_MATERIAL_TYPE	RAW_MATERIAL_TEXTURE	RAW_MATERIAL_HARDNESS	DEGREE_PATINATION	CORTEX_TYPE	CORTEX_FRONT	CORTEX_BACK	CONDITION	EDGE_PROFILE	BLANK_TYPE	BUTT_TYPE	BUTT_WORKING	WEIGHT	LENGTH	BREADTH	L1	L1_BREADTH	BB	BM	BA	BREADTH_DIV_LENGTH	L1_DIV_LENGTH	BA_DIV_BB	CIRCUMFERENCE	AREA	PERCENTAGE_WORKED	FRONTAL_SYMMETRY	THICKNESS	THICKNESS_DIV_BREADTH	EDGE_VIEW_L1	EDGE_VIEW_THICKNESS_L1	TB	TM	TA	EDGE_VIEW_CIRCUMFERENCE	EDGE_VIEW_AREA	EDGE_VIEW_SYMMETRY	NOTES
3029	SIDI ABDERRAHMAN	AFRICA	MOROCCO	PICK	COMPLETE		UNCLEAR	CUNETTE	G1	UNCLEAR	"MUSEE DE L'HOMME, PARIS, FRANCE"	UNCLEAR		QUARTZITE	MEDIUM	TOUGH	FRESH	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	UNCLEAR	NON-CORTICAL	UNWORKED	240	121.1	59.6	50.6	58.6	54	53.2	35.2	0.49	0.41	0.65	276.6	5433.4	64	0.01	43.8	0.73	60.8	39.8	28.7	39.2	24	252.2	3174	0.17	
3039	SIDI ABDERRAHMAN	AFRICA	MOROCCO	PICK	COMPLETE		UNCLEAR	CUNETTE	G1	UNCLEAR	"MUSEE DE L'HOMME, PARIS, FRANCE"	UNCLEAR		QUARTZITE	MEDIUM	TOUGH	FRESH	ABRADED	5	5	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	455	137.54	66.8	52.3	66.6	63.3	59.3	43.4	0.48	0.38	0.68	313.8	6999.7	40	0.02	59.1	0.88	62.8	52.5	44.4	50	29.3	292.1	4991.8	0.12	"CRUDE PLANO-CONVEX ROUGHOUT WITH VERY LIMITED UNIFACIAL WORKING ALONG RIGHT HAND EDGE, CORTEX STRUCK"
3042	SIDI ABDERRAHMAN	AFRICA	MOROCCO	PICK	COMPLETE		UNCLEAR	CUNETTE	G1	UNCLEAR	"MUSEE DE L'HOMME, PARIS, FRANCE"	UNCLEAR		QUARTZITE	MEDIUM	TOUGH	FRESH	POLISHED	45	0	LIGHTLY ABRADED	IRREGULAR	UNCLEAR	PARTIALLY CORTICAL	UNWORKED	186	95.24	68.8	29.2	68.6	62	54.6	24.9	0.72	0.3	0.4	232.1	4217.4	55	0.01	37.5	0.54	32.9	35.8	29.3	32.5	16.2	189.6	2172.5	0.06	SMALL CRUDE PICK MADE ON WATER ROLLED COBBLE
3422	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	3173	MK	IVS	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.158/P.44.41	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	20	70	FRESH	IRREGULAR	TABULAR	PARTIALLY CORTICAL	UNWORKED	733	162.57	93.8	60.8	91.6	80.4	76.9	46.4	0.57	0.37	0.57	386	10556.8	38	0.02	43.6	0.46	75.4	41.5	40.5	40.3	28.7	359.1	5721	0.12	"CRUDE PICK MADE ON TABULAR QUARTZITE OF 38mm THICKNESS, CRUDE UNIFACIAL WORKING ON RIGHT HAND EDGE ONLY"
3428	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	3983	TK	II	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.248/P.42.18	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	20	0	FRESH	IRREGULAR	UNCLEAR	NON-CORTICAL	UNWORKED	1418	206.04	109.3	58	109.3	98.8	93.7	63.6	0.53	0.28	0.64	489.8	16364	52	0.1	70.7	0.64	100.4	64.3	59.4	63.6	46.4	420.1	9993	0.12	
3479	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	2840	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.15	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	25	80	FRESH	IRREGULAR	TABULAR	PARTIALLY CORTICAL	UNWORKED	329	116.44	63.6	37	60.8	54.1	57	32.8	0.54	0.31	0.6	249.6	4726.1	30	0.01	37.2	0.58	29.6	37.2	36.9	36.4	29.9	238.9	3280.8	0.05	MADE ON TABULAR QUARTZITE OF 35mm THICKNESS
3486	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	3744	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.27	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	5	25	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	376	131.47	65.8	35.6	65.3	59.9	62.4	36.1	0.5	0.27	0.6	298.4	6428.5	89	0.04	44.9	0.68	35.9	44.4	37.3	41.6	28.2	264.3	4040.7	0.03	
3500	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	2898	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.244	1966	QUARTZITE	MEDIUM	TOUGH	FRESH	NATURAL SURFACE	50	0	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	371	142.87	71.2	46.6	69.6	65.6	61.3	35.8	0.49	0.32	0.54	312.2	6932.2	66	0.03	51	0.71	73.5	50.1	45	49.8	24.8	319.6	4915.8	0.33	
3511	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	3715	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.173/P.45.7	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	15	85	FRESH	IRREGULAR	TABULAR	PARTIALLY CORTICAL	UNWORKED	456	140.18	71.9	39.9	68.5	60.5	66.5	49.6	0.51	0.28	0.81	314.3	7465.5	57	0.03	42.4	0.58	53.1	42.2	38.4	40.5	32.7	275.3	4364.7	0.07	"PLANO-CONVEX ON TABULAR QUARTZITE OF 40mm THICKNESS, LOOKS LIKE LARGE SCRAPER, MAINLY UNIFACIALLY WORKED"
3520	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	2941	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.23	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	60	0	FRESH	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	432	142.92	77.7	52.2	77	65.9	64.4	39.8	0.54	0.36	0.6	319.5	7372.9	71	0.01	57.1	0.73	44.2	56.8	45.1	46.5	25.2	280.1	4743.8	0.01	
3533	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	UNCLEAR	HK	IV	UNCLEAR	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.181	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	45	0	FRESH	IRREGULAR	FLAKE	NON-CORTICAL	UNWORKED	993	210.25	98.9	83.8	95.4	76	86.6	55.3	0.47	0.39	0.72	461.9	14233.2	63	0.11	64.7	0.65	90.8	61.7	53.7	60.8	42	410.2	9179.3	0.05	
3537	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	4060	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.14	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	0	5	FRESH	IRREGULAR	UNCLEAR	PARTIALLY CORTICAL	UNWORKED	340	125.42	61.8	57.9	61.7	46.8	59.6	35.6	0.49	0.46	0.76	284.4	5237.3	59	0.07	55.1	0.89	28.4	53.3	53.1	44.9	28.6	314.3	4608.1	0.44	
3555	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	2983	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.166/P.45.53	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	75	0	FRESH	IRREGULAR	UNCLEAR	PARTIALLY CORTICAL	UNWORKED	474	136.76	69.5	60.2	68.6	60.4	64.5	46.7	0.5	0.44	0.77	300.8	6724	40	0.01	45.7	0.65	61	44.9	39.1	39.9	27.1	305.3	4654.7	0.03	
3562	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	2866	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.252/P45.99	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	95	45	FRESH	IRREGULAR	TABULAR	PARTIALLY CORTICAL	UNWORKED	456	145.46	67.4	57.5	67.2	56.8	63.6	41.1	0.46	0.39	0.72	324.4	7151.6	36	0.02	39.5	0.58	27.6	38.9	38.6	37.5	31.6	290.2	4283.7	0.05	
3585	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	UNCLEAR	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.252/P.45.25	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	0	20	FRESH	IRREGULAR	UNCLEAR	PARTIALLY CORTICAL	UNWORKED	235	103.89	60.2	40.1	59.8	51.5	54.9	31.7	0.57	0.38	0.61	243.8	4420.3	59	0.05	37.2	0.61	42.2	37	32.3	32.9	17.3	229.4	2747.7	0.04	
3586	OLDUVAI GORGE	AFRICA	TANZANIA	PICK	COMPLETE	L. LEAKEY	2858	HK	IV	1931	"NATIONAL MUSEUM, DAR ES SALAAM, TANZANIA"	66.252/P.45.14	1966	QUARTZITE	COARSE	TOUGH	FRESH	NATURAL SURFACE	65	60	FRESH	IRREGULAR	TABULAR	PARTIALLY CORTICAL	UNWORKED	344	121.64	70	36	67.4	63.3	58.7	33.4	0.57	0.29	0.52	277	5814.9	27	0.08	32.5	0.46	58.3	32	30.1	32	25.7	245.8	3009.7	0.05	MADE ON TABULAR QUARTZITE OF 30mm THICKNESS
1411	MONTAGU CAVE	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	KELLER	UNCLEAR	S8	L5	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	429		QUARTZITE	FINE	TOUGH	FRESH	POLISHED	40	0	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	928	210.63	112.9	58.9	112.9	88.8	93.1	35.4	0.53	0.27	0.39	459	14062.2	86	0.02	62.5	0.55	90.6	62.3	48	57.8	23.6	418.1	8004.4	0.07	"PICK OR POSSIBLE HANDAXE WITH TIP FORMED BY INTERSECTION AND WORKING, PREDOMINANTLY UNIFACIAL WORKING, MADE ON A LARGE WATER ROLLED COBBLE"
1457	MONTAGU CAVE	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	KELLER	UNCLEAR	S11	L5	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	611		QUARTZITE	FINE	TOUGH	STAINED	NONE	0	0	FRESH	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	1187	233.09	107.7	90.1	105.7	79.5	95.1	58.9	0.46	0.38	0.74	511.5	16024.6	71	0.05	68.3	0.63	83	68	52.2	60.5	32.2	464.9	10000.4	0.08	"TRIANGULAR CROSS SECTION BIT FORMED BY INTERSECTION AND LIMITED WORKING, PREDOMINANTLY UNIFACIALLY WORKED, ROUGHOUT"
1656	MONTAGU CAVE	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	KELLER	UNCLEAR	S17	L3	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	380		QUARTZITE	FINE	TOUGH	STAINED	NONE	0	0	FRESH	IRREGULAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	233	116.05	60.2	34	60	53.9	53.3	34.5	0.51	0.29	0.64	259.6	4779.3	84	0.01	42.5	0.7	46.6	42.5	31.3	39.2	17.9	235.6	3102.7	0.01	"IRREGULAR PICK OR SMALL HANDAXE ROUGHOUT, TIP FORMED BY WORKING"
1761	ELANDSFONTEIN 8364	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE		UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	5096		SILCRETE	FINE/MEDIUM	RESILIENT	FRESH	UNCLEAR	0	0	ERODED	IRREGULAR	FLAKE	NON-CORTICAL	UNWORKED	973	158.11	105.8	56.8	104.9	93.3	92.4	59.4	0.66	0.35	0.63	390.9	12012.7	81	0.02	69.1	0.65	53.6	69.1	56.4	61.4	33.2	349.7	7772.6	0.03	"PICK OR HANDAXE ROUGHOUT WITH CRUDE UNIFACIAL WORKING ALONG BOTH EDGES, REMNANT PLATFORM ALONG RIGHT HAND SIDE"
1762	ELANDSFONTEIN 8364	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE		UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	5021		SILCRETE	COARSE	TOUGH	STAINED	NONE	0	0	FRESH	IRREGULAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	704	160.02	101.5	63.4	101.5	81.3	95.2	51.5	0.63	0.39	0.63	376.8	11076.1	73	0.06	50.4	0.49	58	50	42.6	45.5	35.3	324.9	5711.6	0.06	"PICK OR HANDAXE ROUGHOUT WITH TIP MISSING APPROXIMATELY 5mm, VERY CRUDE BIFACIAL WORKING ALONG BOTH EDGES"
2059	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	DEACON	8B	AREA2	S3	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	ABRADED	10	15	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	1116	171.79	107.1	46.6	103.9	100.8	92.5	50.8	0.62	0.27	0.5	412.6	12971.5	66	0.04	80.9	0.75	44.3	80.2	75.2	70	36.6	369.3	9405	0.03	MADE ON FLAKE FROM WATER ROLLED COBBLE
2146	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	DEACON	333	AREA1	C10	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	127	89.93	46.2	32.6	45.2	38.6	43.6	25.8	0.51	0.36	0.66	207.6	3005.2	89	0.01	36.1	0.78	41.8	36	27.6	35.2	18.8	187.7	2212.4	0.01	SMALL PICK OR HANDAXE
2148	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	DEACON	7A	AREA2	S3	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	BATTERED	50	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	868	168.85	105.5	45.2	102.5	99.2	77	49	0.62	0.26	0.49	407.1	12059.5	70	0.08	49.2	0.46	50.2	47.8	46.9	42.4	27.8	346.6	5983.6	0.04	"MADE ON FLAKE FROM WATER ROLLED COBBLE, CRUDE UNIFACIAL WORKING ALONG BOTH EDGES, POSSIBLE LATERAL EDGE DAMAGE ALONG WHOLE OF RIGHT HAND EDGE"
2551	DOORNLAAGTE	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	"MALAN, FOCK, POTGIETER, BOOYZEN"	UNCLEAR	UNCLEAR	4' TO 5' DEEP IN CALCRETE	1962	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	5871		ANDESITE	FINE	TOUGH	STAINED	UNCLEAR	0	0	LIGHTLY ABRADED	IRREGULAR	UNCLEAR	UNCLEAR	UNWORKED	779	171.63	83.1	65.6	82.5	69.1	76.5	42.5	0.48	0.38	0.61	379.6	10003.5	51	0.04	61	0.73	38.9	60.4	59.3	46.3	21.7	333.2	6133.4	0.09	
2552	DOORNLAAGTE	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	"MALAN, FOCK, POTGIETER, BOOYZEN"	UNCLEAR	UNCLEAR	4' TO 5' DEEP IN CALCRETE	1962	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	5871		ANDESITE	FINE	TOUGH	STAINED	UNCLEAR	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	UNCLEAR	UNWORKED	1262	199.12	102.7	70	96.1	93.7	81.3	49	0.51	0.35	0.52	459.5	13700.2	60	0.05	55.4	0.53	79.4	54	48.8	52.5	29.7	443.5	8740.6	0.01	CRUDE PICK
2618	DOORNLAAGTE	AFRICA	SOUTH AFRICA	PICK/HANDAXE	COMPLETE	"MALAN, FOCK, POTGIETER, BOOYZEN"	UNCLEAR	UNCLEAR	4' TO 5' DEEP IN CALCRETE	1962	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	5871		ANDESITE	FINE	TOUGH	STAINED	NONE	0	0	ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	408	147.13	69.2	37.9	69.2	65.2	56.6	34.7	0.47	0.25	0.53	332.1	6977	90	0.01	43.2	0.62	44.9	42.4	39.7	32.7	22.1	284.2	3905.3	0.03	HEAVILY ROLLED OR ERODED PICK
1498	MONTAGU CAVE	AFRICA	SOUTH AFRICA	UNCLEAR	INCOMPLETE	KELLER	UNCLEAR	S11	L5	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	519		QUARTZITE	FINE	TOUGH	STAINED	POLISHED	10	0	FRESH	IRREGULAR	UNCLEAR	PARTIALLY CORTICAL	PARTIALLY WORKED	645	147.91	89.7	61.5	88.9	79.2	85	63.1	0.6	0.41	0.79	374.8	10565.7	87	0.02	52.5	0.58	76.1	51.3	39.5	50.9	25.2	325.3	5498.8	0.01	"BROKEN BIT OR TIP FROM HANDAXE OR CLEAVER MISSING APPROXIMATELY 25mm, PROBABLY HANDAXE AS SUGGESTED BY MORE INTENSIVE AND INVASIVE FLAKING OF BOTH SURFACES,  MADE ON WATER ROLLED COBBLE"
1572	MONTAGU CAVE	AFRICA	SOUTH AFRICA	UNCLEAR	INCOMPLETE	KELLER	UNCLEAR	S11	L5	UNCLEAR	"SOUTH AFRICAN, CAPE TOWN, SOUTH AFRICA"	517		QUARTZITE	FINE	TOUGH	STAINED	POLISHED	0	5	FRESH	IRREGULAR	UNCLEAR	PARTIALLY CORTICAL	COMPLETELY WORKED	299	120	80.9	58	80.7	64.6	78.6	58.8	0.67	0.48	0.91	305.9	7208.7	100	0.01	38.7	0.47	50.8	36.2	32.4	33.5	17.2	239.2	2765.2	0.03	"TIP OR BIT MISSING APPROXIMATELY 15mm, MADE ON WATER ROLLED COBBLE"
32	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	763	1982	FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	106	76.01	66	36.5	65.5	51.8	65.3	52.2	0.86	0.48	1	212	3920.7	100	0.01	20.7	0.31	35.9	20.5	14.4	19.9	15.1	188.2	1120.4	0.19	
90	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	1361	1984	FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	309	112.43	81.3	41.3	80.7	68.1	76.3	64.6	0.72	0.36	0.94	303.9	7294.8	100	0.04	33.5	0.41	49.6	32.9	23.8	31.2	21.9	252.6	2712.4	0.13	CLEAVER WITH TRANCHET TIP
135	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	1341	1984	FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	159	89.84	66.3	41.3	66	54.6	65.6	49.4	0.73	0.45	0.9	250	4627.2	100	0.18	24.7	0.37	52.4	24.6	16.9	23.7	15.6	179.9	1534.6	0.01	POSSIBLE CLEAVER WITH TRANCHET TIP
152	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	803	1982	FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	UNWORKED	183	85.64	68.7	34.8	67.1	57.4	66.2	60.3	0.8	0.4	1.05	241.1	4839.1	100	0.01	25.5	0.37	57.5	24.6	16.5	23.7	19	179	1607.6	0.03	CLEAVER WITH TRANCHET TIP
167	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	857	1982	FLINT	FINE	TOUGH	FRESH	NONE	0	0	FRESH	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	110	80.24	53.3	37.3	53.1	44.3	50.1	46.4	0.66	0.46	1.04	210.7	3544.5	100	0.01	20.7	0.38	35.4	20.7	15.6	19.8	11.8	159.6	1133.5	0.01	POSSIBLE CLEAVER WITHOUT TRANCHET OR TRANCHET EFFECT
181	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	302	1981	FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	25	5	ABRADED	LINEAR	COBBLE	PARTIALLY CORTICAL	PARTIALLY WORKED	396	134.92	73	55.6	72.6	52	71.8	57.7	0.54	0.41	1.1	318.9	7772.1	81	0.02	44.3	0.6	39.4	42.6	38.9	39.6	20.3	266.3	3831.7	0.02	POSSIBLE CLEAVER END BUT WITHOUT TRANCHET OR TRANCHET EFFECT
183	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	W.G.SMITH	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	750	1982	FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	192	87.99	74.7	46.7	74.3	63.4	74	59.7	0.84	0.53	0.94	241.1	5237.7	100	0.01	29.4	0.39	54.3	27.5	21.3	26.9	16.7	177	1757.6	0.01	"POSSIBLE CLEAVER WITHOUT TRANCHET OR TRANCHET EFFECT, END CHIPPED STRAIGHT, FROST DAMAGED ON VENTRAL FACE"
202	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	254	95.58	74.5	44	74.2	60.2	72.5	53.8	0.77	0.46	0.89	245.1	5384.2	100	0.01	31.4	0.42	35.3	31.4	24.7	29.8	17.1	196	2055.6	0.01	POSSIBLE CLEAVER LACKING EITHER TRANCHET OR TRANCHET EFFECT
212	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	125		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	25	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	416	139.13	99.8	72.4	98.9	80.6	98.9	76.2	0.71	0.52	0.94	360.1	10846.1	100	0.02	28.2	0.28	51.2	28.2	23.7	26.7	18.2	280.1	2956	0.02	FINE CLEAVER WITH POSSIBLE TRANCHET END
213	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	126		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	266	112.84	79.6	42.5	79.6	61.9	73.4	56.1	0.7	0.37	0.9	302.8	6817.7	100	0.17	27.7	0.34	57.6	27.7	19.6	27	18.1	222.3	2115.7	0.01	CLEAVER WITH POSSIBLE TRANCHET END
297	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	125	80.51	65.6	37.3	65.3	55.5	64.3	47.9	0.81	0.46	0.86	248.9	4123.1	100	0.13	24.4	0.37	33.1	24.4	14.1	22.2	12.1	158.5	1186.1	0.01	POSSIBLE CLEAVER
313	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	LIGHTLY PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	175	92.71	71	46.9	71	56.8	71	61.5	0.76	0.5	1.08	242.1	5155	100	0.01	27	0.38	36.3	26.1	18.8	22.5	16.1	190.2	1579.3	0.1	POSSIBLE CLEAVER LACKING TRANCHET OR TRANCHET EFFECT
346	WARREN HILL	EUROPE	ENGLAND	CLEAVER	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	20	0	ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	824	172.01	90.1	62.8	89.9	75.2	82.7	71.5	0.52	0.36	0.95	408.8	12146.9	70	0.04	53.2	0.59	74.5	53.2	37.3	50.7	20.5	350.2	5731	0.03	POSSIBLE CLEAVER WITH UNWORKED PLATFORM ON BOTH BUTT AND RIGHT HAND SIDE
